,Title,location,Posting_date,job_link,DESCRIPTION,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS,TEAM
120,Data Specialist,"US, CA, Palo Alto","March 28, 2019",https://www.amazon.jobs/en-gb/jobs/825539/data-specialist,"CloudFront team is seeking a highly skilled and motivated Data Scientist to lead data analysis and help build a world class capacity planning, forecasting and data analytics platform. We are responsible for planning server and network capacity ahead by analyzing resource usage trends.The team is responsible for providing actionable capacity, availability and performance metrics, causal attribution, and future predictions in a format that is easy to digest at the highest levels in the organization. These business insights highlight areas of capacity shortage or opportunity to optimize underutilized capacity, performance outliers, and assist in making well-informed, data-based business decisions. Using this information, we will help business leaders develop a strategy on what company-wide investments to make and the level of their importance.As an Amazon Data Scientist, you will be working in one of the world's largest data warehouse environments. You will help build one of the largest cross-functional databases in Amazon, translating businesses questions into quantitative mechanisms used by hundreds of users worldwide.You'll research and reuse existing data sources, expose and measure the current performance of our systems, find and quantify opportunities for improvement, and dive deep into existing algorithms to explain unexpected performance or measure causal relationships. You will collaborate with engineering, research, and business teams for future innovation. You need to be a sophisticated user of data querying tools and advanced quantitative and modeling techniques, and an expert at synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication to drive change.Key Responsibilities· Translate business questions and concerns into specific quantitative questions that can be answered with available data using sound methodologies. In cases where questions cannot be answered with available data, work with engineers to produce the required data· Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions or improving system performance· Analyze historical data to identify trends and support decision making· Apply statistical or machine learning knowledge to specific business problems and data· Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters· Provide requirements to develop analytic capabilities, platforms, and pipelines· Formalize assumptions about how systems are expected to work, create statistical definitions of outliers, and develop methods to systematically identify these outliers. Work out why such examples are outliers and define if any actions are needed· Given anecdotes about anomalies, design strategies to quantify the overall impact of such anomalies, deep dive to explain why they happen, and identify fixes· Build decision-making models and propose solutions for business problems· Conduct written and verbal presentations to share insights and recommendations to audiences of varying levels of technical sophisticationAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation","· Master’s degree in Statistics, Applied Mathematics, Operations Research, Economics or a related quantitative field· 3+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Weka, SAS, Matlab)· 3+ years of experience articulating business questions and using quantitative techniques to arrive at a solution using available data","· Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling decisions and data analysis strategy· Experience in working and delivering end-to-end projects independently· Experience providing technical leadership and mentoring other engineers on best practices in quantitative analysis· Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical methods and tools· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations· Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of data· Depth of knowledge in machine learning algorithms· Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences· Experience in server, data center and network bandwidth capacity planning is a plus",Software Development Engineers
121,"Data Scientist, Marketing Science","US, NY, New York","March 28, 2019",https://www.amazon.jobs/en-gb/jobs/825362/data-scientist-marketing-science,"Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI)? Eager to learn from many different enterprise’s use cases of AWS ML and DL? Thrilled to be key part of Amazon, who has been investing in Machine Learning for decades, pioneering and shaping the world’s AI technology?At Amazon Web Services (AWS), we are helping large enterprises build ML and DL models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. Our Professional Services organization works together with our AWS customers to address their business needs using AI.AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML or DL models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers.If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any location where we have a Professional Service office.A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions. It will be a person who likes to have fun, loves to learn, and wants to innovate in the world of AI. Major responsibilities include:· Understand the customer’s business need and guide them to a solution using our AWS AI Services, AWS AI Platforms, AWS AI Frameworks, and AWS AI EC2 Instances .· Assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.· Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build DL models.· Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models.· Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.· Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built.· Assist customers with identifying model drift and retraining models.· Research and implement novel ML and DL approaches, including using FPGA.· This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any have a Professional Services office.","· A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience· 4+ years of industry experience in predictive modeling, data science and analysis· Previous experience in a ML or data scientist role and a track record of building ML or DL models· Experience using Python and/or R· Knowledge of SparkML· Able to write production level code, which is well-written and explainable· Experience using ML libraries, such as scikit-learn, caret, mlr, mllib· Experience working with GPUs to develop models· Experience handling terabyte size datasets· Experience diving into data to discover hidden patterns· Familiarity with using data visualization tools· Knowledge and experience of writing and tuning SQL· Past and current experience writing and speaking about complex technical concepts to broad audiences in a simplified format· Experience giving data presentations","· PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)· 4+ years of industry experience in predictive modeling and analysis· Skills with programming languages, such as Java or C/C++· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations· Consulting experience and track record of helping customers with their AI needs· Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences· Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environmentAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age.Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",Professional Services
122,Data Scientist,"US, MA, Boston","March 28, 2019",https://www.amazon.jobs/en-gb/jobs/825237/data-scientist,"Alexa Communications team is looking for engineers who are interested in building Communications capabilities with us. We solve complex technical and business problems with ingenuity and simplicity. You can make history with us, and the good news is that we’ve only just begun! For our new team we are looking for passionate, curious, and talented Data Engineers who have experience building innovative, mission critical, high volume applications that will revolutionize the industry. You will have an enormous opportunity to make a large impact on the design, architecture, and implementation of cutting edge products used every day, by people you know. Running with the spirit and energy of a start-up, our team is focused on leveraging emerging technologies (Alexa voice recognition) to create new product offerings in the space of Communications.We are looking for a passionate data engineer to develop a robust, scalable data model and optimize the consumption of data sources we require to generate unique insights about our systems. You will share in the ownership of the technical vision and direction for advanced analytics and insight products. You will work with top-notch technical professionals developing complex systems at scale and with a focus on sustained operational excellence. Members of this team will be challenged to innovate using the latest big data techniques. We are looking for people who are motivated by thinking big, moving fast, and exploring business insights. If you love to implement solutions to hard problems while working hard, having fun, and making history, this may be the opportunity for you.Key responsibilities include:· Design, implement and support an analytical data infrastructure providing ad-hoc access to large datasets and computing power· Managing AWS resources including EC2, RDS, Redshift, et cetera· Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL and AWS big data technologies· Explore and learn the latest AWS technologies to provide new capabilities and increase efficiency· Collaborate with Business Intelligence Engineers (BIEs) to recognize and help adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation· Collaborate with other tech teams to implement advanced analytics algorithms that exploit our rich datasets for statistical analysis, prediction, clustering and machine learning· Help continually improve ongoing reporting and analysis processes, automating or simplifying self-service support for customers","· Bachelor's degree in computer science, engineering, mathematics, or a related technical discipline· 4+ years of industry experience in software development, data engineering, business intelligence, data science, or related field with a track record of manipulating, processing, and extracting value from large datasets· Experience in data modeling, ETL development, and data warehousing· Experience using big data technologies· Experience using business intelligence reporting tools","· Experience working with AWS big data technologies· Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling decisions and data engineering strategy· Experience providing technical leadership and mentoring other engineers for best practices on data engineering· Knowledge of software engineering best practices across the development lifecycle, including agile methodologies, coding standards, code reviews, source management, build processes, testing, and operations· Masters or PhD in computer science, mathematics, statistics, economics, or other quantitative field· Strong verbal/written communication and data presentation skillsAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age",Alexa Communications
123,"Manager, Science and Analytics","US, WA, Seattle","March 27, 2019",https://www.amazon.jobs/en-gb/jobs/824710/manager-science-and-analytics,"At Alexa Shopping, we strive to enable shopping in everyday life. We allow customers to instantly order whatever they need, by simply interacting with their Smart Devices such as Echo or Fire TV. Our Services allow you to shop, no matter where you are or what you are doing, you can go from 'I want that' to 'that's on the way' in a matter of seconds. We are seeking the industry's best to help us create new ways to interact, search and shop. You will have an impact on Amazon's new devices and the way shopping is done in the area of IoT. Join us, and you'll be taking part in changing the future of everyday life.As a Senior Data Engineer you will be working in one of the world's largest and most complex data environments using latest set of toolsets. You will be a part of the team that is responsible for building ranking models, feedback loops and analytics/reporting for product & services in Commerce domain.As a Sr. Data Engineer in this team, you should have deep expertise in the design, creation, management, and business use of extremely large datasets. You should have excellent business and communication skills to be able to work with business owners to develop and define key business questions, and to build data sets that answer those questions. You should be expert at designing, implementing, and operating stable, scalable, secure and low cost data engineer solutions. Above all you should be passionate about working with huge data sets and someone who loves to bring datasets together to answer business questions and drive change.","· 7+ years experience with various Databases, Big Data Frameworks, ETL and data analysis tools· Proficiency in any programming language; preferably Python or Java.· Expert knowledge of SQL and of relational database systems and concepts· Expert knowledge of Data Modelling for OLAP databases and large scale distributed data platforms· Experience with ETL pipeline tools and code version control systems like Git· Strong written and verbal communication skills· Comfortable working in a fast paced, highly collaborative, dynamic work environment","· Proficiency with Apache Spark / Elastic Map Reduce and with a general purpose programing language like Python, Java or Scala· Experience with AWS technologies like Redshift, S3, AWS Glue, EMR, Kinesis, FireHose, Lambda, and IAM roles and permissions· Experience building large-scale, high-throughput, 24x7 data systems· Strong attention to detail and desire to work in a collaborative, intellectually curious environment.· Experience providing technical leadership and mentor other engineers for the best practices on the data engineering space· Experience applying statistical and machine learning models to large datasets· Knowledge of batch and streaming data architectures like Kafka, Kinesis, Flink, Storm, Beam· Familiarity with non-relational databases / data stores (object storage, document or key-value stores, graph databases, column-family databases)Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success and we make recruiting decisions based on your experience and skills. We welcome applications from all members of society irrespective of age, gender, disability, sexual orientation, race, religion or belief.",Alexa Shopping
124,Business Intelligence Engineer,"DE, Berlin","March 27, 2019",https://www.amazon.jobs/en-gb/jobs/824048/business-intelligence-engineer,"Amazon is building a world class advertising business and defining and delivering a collection of self-service performance advertising products that drive discovery and sales of merchandise. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.We are seeking a Senior Data Scientist to join the Sponsored Products Supply& Verticals team. This team works on complex engineering, optimization, econometric, and user-experience problems in order to deliver relevant product ads on Amazon search and detail pages world-wide. Leveraging Amazon's massive data repository, our data scientists develop experiments, insights and optimizations that enable the monetization of Amazon online and mobile search properties while enhancing the experience of Amazon shoppers.In this role, you will:· Perform hands-on data analysis and modeling with very large data sets to develop insights that increase traffic monetization and merchandise sales without compromising shopper experience.· Design and run regular A/B experiments that affect hundreds of millions of customers, evaluate the impact of your optimizations and communicate your results to various business stakeholders.· Apply machine learning and data mining techniques to improve the quality of our product ads.· Work with scientists and economists to model the interaction between organic sales and sponsored content and to further evolve Amazon's marketplace.· Participate in shaping the vision of Sponsored Products on Amazon and drive high-visibility projects across Amazon's Search and Performance Advertising organizations.· Lead and mentor junior data scientists and grow as a team leader.· Be a member of the Amazon-wide Machine Learning Community, participating in internal and external Meetups, Hackathons and Conferences","· Master's Degree in Computer Science, Mathematics, Economics, Statistics or related quantitative field· 3+ years experience working on applied research problems in academia or industry· Hands-on machine learning experience· Proficiency in at least one modern programming language",· PhD in a quantitative field.· Background in economics or econometric models.· Experience working with distributed computing tools such as Spark.· Experience with owning and delivering data science solutions for an entire business application.· Excellent written and oral communication skills in English.· Strong analytical and problem-solving skills.Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age#adsto #sspajobs #sspasv,Performance Advertising
125,"Data Scientist, Alexa Shopping NLU","US, WA, Seattle","March 25, 2019",https://www.amazon.jobs/en-gb/jobs/822423/data-scientist-alexa-shopping-nlu,"Are you passionate about driving business & customer impact through thoughtful analysis and data-driven insights? Are you a scientific thinker and a deeply technical individual who enjoys working with customers to transform how a business operates? Are you a builder that excels with ambiguity? We are looking for Data Science professionals to drive our analytical revolution in the Talent Acquisition (TA) space. You get the opportunity to work on a ground up rebuild of our analytical capabilities, from data ingress, to building models to measure performance metrics to end user reporting and beyond. In this role, you will invent and build on behalf of candidates, experiment and test new ideas, evangelize successes, and drive consistency.The ideal candidate is an independent Data Scientist who can source data, cleanse, analyze, refine, enrich, model, present, automate and document their findings. You will always be on the lookout for ways to optimize the information flow process, stay on top of latest trends in data science and be able to coordinate and work on multiple, related projects.Responsibilities:- Collaborate with researchers, software developers, and business leaders to define business processes and provide analytical support- Leverage code to analyze complex datasets and design, develop and evaluate models to solve specific business problems- Develop scalable algorithms to measure key performance metrics- Build scalable, efficient, and automated data processes to facilitate customer-facing reporting- Automate TA processes to streamline business operations- Communicate verbally or in writing to business customers / leadership to sharing insights and recommendations","BASIC QUALIFICATIONS- Masters in Data Science, Computer Science, Statistics, Industrial Engineering, Mathematics, Economics- Self-sufficient in data analysis- Fluent in SQL, R, Shiny, Python- Intermediate knowledge of big data technologies such as Spark- Familiarity with BI Tools such as QuickSight, Tableau, and MicroStrategy- 5 years of experience in the analytics or related field","Preferred Qualifications- PhD in Computer Science, Statistics, Industrial Engineering, Mathematics, Economics- Demonstrable experience in dimensional modelling and Data Warehouse tuning- Demonstrable knowledge of statistical methodologies and algorithmic design- Meets/exceeds Amazon’s leadership principles requirements for this role- Meets/exceeds Amazon’s functional/technical depth and complexity for this role- Strong understanding of information security as applied to handling sensitive data- 7 years of experience in the analytics or related fieldAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.",Human Resources
126,Business Research Analyst – I,"IN, TN, Chennai","March 25, 2019",https://www.amazon.jobs/en-gb/jobs/822126/business-research-analyst-i,"Amazon's Payment Products team manages Amazon branded payment offerings globally. These products are growing rapidly and we are continuously adding new market-leading features and launching new products. Our payments products (Amazon Co-Branded Credit Cards, Private Labeled Credit Cards, Non-Amazon Branded Credit Cards, Shop with Points and cross-currency converter) provide the most innovative payment experience on and off Amazon. Our team of high caliber software developers, statisticians, analysts and product managers use rigorous quantitative approaches to ensure that we target the right product to the right customer at the right moment, managing tradeoffs between click through rate, approval rates and lifetime value. We leverage the wealth of Amazon’s information to build a wide range of probabilistic models, set up experiments that ensure that we are thriving to reach global optimums and leverage Amazon’s technological infrastructure to display the right offerings in real time. We work closely with product managers to understand their business, collect requirements and deliver high value analytics and insights for the Payments team that drive acquisition, usage and loyalty. Our petabytes of data has the ability to improve the shopping experience for hundreds of millions of consumers worldwide. Our goal is to delight our customers with their purchasing experience. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the world.We are seeking an exceptionally talented leader to lead one of our international data science teams and develop a long-term roadmap for analytic capabilities. This is an opportunity to join a group with a broad charter and stakeholders across Amazon.In this role, you will be working in one of the world's largest and most complex data warehouse environments. You should be passionate about working with huge datasets and be someone who loves to bring data together to answer business questions. You should have deep expertise in creation and management of datasets and the proven ability to translate the data into meaningful insights. You will have leadership for our team of data scientists and play an integral role in strategic decision-making.The right candidate will possess excellent business and communication skills, work with business owners to develop and define key business questions, and prioritize the work across your team in order to support the broader business initiatives. You should have a solid understanding of efficient and scalable data mining and an ability to use the data in financial and statistical modeling.Key responsibilities include:· Define, build, and lead a team of data scientists· Be the voice of analytics, support in-depth business reviews, and present to senior management.· Discover areas of the customer experience that can be automated through machine learning.· Partner with Product Management teams to drive requirements for new products and integrate data during product development.· Be a thought leader on data systems, data mining and analysis to scale our capabilities, uncover trends and develop insights.","· Statistics, Applied Mathematics, Operation Research, Economics or a related quantitative bachelor or master degree.· At least 4 years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Weka, SAS, Matlab) (data extraction, manipulation, statistical analysis and predictive modeling).· 4+ years of work experience in data analysis, applied statistics or econometrics.· 1+ years of experience managing teams· Experience in projects involving cross-functional teams.· Experience articulating business questions and using quantitative techniques to arrive at a solution using available data","· Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.· Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of data· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· An MS or PhD degree in Computer Science, Mathematics, Statistics, Finance, Machine Learning or related technical field.· · Experience in online advertising, loyalty programs or financial services (payments products, specifically credit cards would be ideal).· · Experience with customer segmentation and customer behavior analysis.· · Experience in Machine learning (decision trees, multivariate and logistic regression, kNN, kMeans, etc.).· · Experience with data visualization software such as Tableau.Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",Payment Products
127,Data Scientist,"US, WA, Seattle","March 22, 2019",https://www.amazon.jobs/en-gb/jobs/821668/data-scientist,"We are growing and taking on more to make the world safe for ecommerce. Amazon.com's TRMS team is a centralized technology team that protect all of Amazon’s businesses and services from fraud and abuse. These systems, invisible to the customer, work seamlessly across the billions of transactions occurring simultaneously around the world. We are pioneering new techniques to detect and neutralize bad actors that attempt to abuse our policies.TRMS designs and builds high performance software systems using machine learning to identify and prevent abusive transactions. Abuse prevention is a real money game where our software teams strive to outsmart those who attempt to defraud Amazon and our customers. Come build with us! Every dollar of abuse that we prevent is a dollar of profit for Amazon or its 3P Sellers, a dollar that could be reinvested to deliver new features for our customers. Because of Amazon's huge scale, this a great opportunity to add hundreds of millions to the bottom line.TRMS is seeking an innovative, results-oriented, customer-centric data scientist to drive expansion of innovative ML products globally in the Policy Risk space.As a Data Scientist, you will be responsible for modeling complex problems, discovering insights and identifying opportunities through the use of statistical, machine learning, algorithmic, data mining and visualization techniques. You will need to collaborate effectively with internal stakeholders and cross-functional teams to solve problems, create operational efficiencies, and deliver successfully against high organizational standards. The candidate should be able to apply a breadth of tools, data sources and analytical techniques to answer a wide range of high-impact business questions and present the insights in concise and effective manner. Additionally, the candidate should be an effective communicator capable of independently driving issues to resolution and communicating insights to non-technical audiences. This is a high impact role with goals that directly impacts the bottom line of the business.Responsibilities:· Use predictive analytics and machine learning techniques to solve complex problems and drive business decisions.· Employ the appropriate algorithms to discover patterns of risks, abuse and help reduce bad debt· Design experiments, test hypotheses, and build actionable models to optimize TRMS operations· Solve analytical problems, and effectively communicate methodologies and results· Build predict models to forecast risks for product launches and operations and help predict workflow and capacity requirements for TRMS operations· Draw inferences and conclusions, and create dashboards and visualizations of processed data, identify trends, anomalies· Work closely with internal stakeholders such as business teams, engineering teams, and partner teams and align them with respect to your focus area","· Master’s Degree in any quantitative discipline such as Statistics, Mathematics, Quantitative Finance, computer science, or Operational Research· 4+ years of experience working in Analytics / Business Intelligence environment· 4+ years professional experience in modeling and statistical analysis of large data sets· Proven experience in working with databases and SQL in a business environment· Demonstrated use of analytical packages and query languages such as SAS, SPSS and SQL· Proven experience in design and execution of analytical projects· Demonstrated experience working in large scale data bases and data warehouses· Track record of developing and implementing models using programming and scripting (Java, Python, R, Ruby, C/C++, or Matlab)","· Experience/knowledge of advanced machine learning techniques such as GBM, random forest, etc.· Experience in e-commerce / on-line companies in fraud / risk control functions· Coding skills in one of the modern languages Java, Python, Scala, R· Experience with visualization technologies such as Tableau· Experience in statistical techniques such as classification, clustering, regression, statistical inference, collaborative filtering, and natural language processing, experimental design, social networking analysis, feature engineering, etc.· Compelling communication and influencing skills and participation in winning the support of management and influence the course of major strategic decisionsAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",Transaction Risk Management Systems
128,Applied Scientist,"US, WA, Seattle","March 22, 2019",https://www.amazon.jobs/en-gb/jobs/821630/applied-scientist,"Would you like to be part of an organization that is helping Amazon build a fast-growing, highly innovative workforce? Are you passionate about building creative solutions in HR programs? Do you get excited working with a highly diverse population cutting across multiple countries, culture, and values?Getting interested - please read on!Amazon is looking for Analysts who are excited about transforming HR processes and build customer-centric, sustainable, and scalable mechanisms for Amazon’s Benefits administration. The role is part of Amazon’s Employee Services team in HR. The role requires understanding customer needs, build and implement dashboards, define measurement mechanisms, success measures, and report business performance on a regular basis.The ideal candidate should be detail oriented, organized planner with demonstrated ability to respond effectively and efficiently. The candidate should be self-driven and possess the ability to work in an ambiguous environment with minimal guidance or supervision. As such, the candidate must be skilled at anticipating problems, creating contingency plans and managing multiple priorities.Core responsibilities:· Create global centralized dashboards and reports on business metrics for benefits administration.· Work closely with the business and compliance team to ensure complete and accurate reporting of compliance measures and audits.· Generate scheduled and ad hoc reports to support various business needs such as Monthly Business Reviews.· Research - perform project based research and analysis related to the projects.· Dive deep on the key performance data cuts and provide insights into data trends.· Collaborate with the technical team on data requirements such as data structure, data flow, dependencies, and data mapping.","· 5+ years of experience in the field of analytics, reporting and data management.· Bachelor’s degree in Business, Engineering, or other analytical field.· Advanced working knowledge of data analytics tools. Experience in managing data on the tools and create tables and presentations for executive audience.","· Working experience in an HR functions such as Compensation, Benefits, Recruiting Operations, HR Operations.· Great organizational skills and attention to detail, able to juggle and prioritize multiple tasks simultaneously.· Experience with data extraction using SQL; ad-hoc reporting; manipulation of raw data;· Robust sense of accountability and sound personal judgment with the capacity to handle confidential information and escalate issues effectively.· Candidate needs to be naturally curious and possess an analytical bend of mind that helps build new processes and toolsAmazon is an Equal Opportunity-Affirmative Action Employer - Female/Minority/Disability/Veteran/Gender Identity/Sexual Orientation.",HR Operations & Analytics
129,Data Scientist,"US, WA, Seattle","March 21, 2019",https://www.amazon.jobs/en-gb/jobs/821249/data-scientist,"Amazon’s Kindle is the world’s most beloved reading service. We set audacious goals and are looking for people who can help us reach and exceed them.Our team's stated missions is to "" generates actionable insights and deploy techniques to make every Kindle visit a delightful experience for the reader "". Recommendations at Kindle is a way to help customers discover next great read. Our team strives to better understand how customers read and shop on Kindle and build recommendations models to streamline customers' shopping experience by showing the right books at the right time.The successful candidate will have an established background in developing customer-facing experiences, a strong technical ability, a start-up mentality, excellent project management skills, and great communication skills.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.","· MS in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field· 5+ years of hands-on experience in predictive modeling and analysis· 4+ years hands-on experience programming in R, Java, C#, C++ or other similar programming languages· Proficiency in model development, model validation and model implementation for large-scale applications· Strong communication and data presentation skills","The ideal candidate will have a PhD in Mathematics, Statistics, Machine Learning, or a related quantitative field, and 7+ years of relevant work experience, including:· Proven track record of close collaboration with product teams.· Extensive experience applying theoretical models in an applied environment.· Expertise on a broad set of ML approaches and techniques, ranging from Artificial Neural Networks to Bayesian Non-Parametrics methods.· Strong Experience in Structured Prediction and Dimensionality Reduction.· Proven track record of production achievements in language, search and personalization.· Strong fundamentals in problem solving, algorithm design and complexity analysis.· Strong personal interest in learning, researching, and creating new technologies with high commercial impact.· Experience with defining organizational research and development practices in an industry setting.· Proven track in leading, mentoring and growing teams of scientists.",Reading Experience
130,Data Scientist,"US, WA, Seattle","March 21, 2019",https://www.amazon.jobs/en-gb/jobs/820970/data-scientist,"Amazon’s Kindle is the world’s most beloved reading service. We set audacious goals and are looking for people who can help us reach and exceed them.Our team's stated missions is to "" generates actionable insights and deploy techniques to make every Kindle visit a delightful experience for the reader "". Recommendations at Kindle is a way to help customers discover next great read. Our team strives to better understand how customers read and shop on Kindle and build recommendations models to streamline customers' shopping experience by showing the right books at the right time.The successful candidate will have an established background in developing customer-facing experiences, a strong technical ability, a start-up mentality, excellent project management skills, and great communication skills.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.","· MS in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field· 2+ years of hands-on experience in predictive modeling and analysis· 2+ years hands-on experience programming in R, Java, C#, C++ or other similar programming languages· Proficiency in model development, model validation and model implementation for large-scale applications· Strong communication and data presentation skills","The ideal candidate will have a PhD in Mathematics, Statistics, Machine Learning, or a related quantitative field, and 2+ years of relevant work experience, including:· Proven track record of close collaboration with product teams.· Extensive experience applying theoretical models in an applied environment.· Expertise on a broad set of ML approaches and techniques, ranging from Artificial Neural Networks to Bayesian Non-Parametrics methods.· Strong Experience in Structured Prediction and Dimensionality Reduction.· Proven track record of production achievements in language, search and personalization.· Strong fundamentals in problem solving, algorithm design and complexity analysis.· Strong personal interest in learning, researching, and creating new technologies with high commercial impact.· Experience with defining organizational research and development practices in an industry setting.· Proven track in leading, mentoring and growing teams of scientists.",Reading Experience
